id,name
10706099,Comfy sofa bed in Bushwick!
1260311,Private bedroom + Living Room in BK
7355158,Artistic Brooklyn Apartment
11756047,Beautiful Room for Rent! L Train!
9920984,Private room in remodeled apartment
9789885,Beautiful Brooklyn Room w/ Private Entrance!
11755946,Bright Room for Rent Close 2 Train!
854095,Private Room in Renovated Railroad
9239637,"Pillow Top Queen Bed + twin, Near Train!"
14486682,Chic 1 br with huge private garden
11098587,Sunny & Cozy in Heart of Bushwick
13388285,"Newly renovated, sunny room with a private bath"
220739,"Huge, Sunny 'n Swank Brooklyn loft!"
7036435,Quiet Bushwick Bedroom
15556107,"14 Min to Union Square, Manhattan-Sunny & Stylish"
11622794,BRAND NEW 3BEDROOMS ~~ COZY FOR 8 ~ NEAR TRAIN
15816930,Spacious & Cozy Bushwick Walk-up (Near Subway)
874683,Spacious Private Bushwick Room/Bath
14374894,Private Bedroom/Backyard/Steps 2 TRAIN!
2709503,Spacious & Sunny Home in Bushwick
11098018,Sunny private room in Bushwick
17880071,Spacious and cozy apartment in Brooklyn
16420689,NYC done right
13065115,Large Room w Workspace in Bushwick
15424400,Brooklyn Modern Style + Quality
13209405,SPACIOUS ROOM NEAR TRAIN
15555406,Private Bdrm-Sunny Apt!
9393993,Unique artsy apartment in Brooklyn
16430333,"Large, bright private room in Bushwick."
12911811,Private Room Attached to Backyard
11046481,Luxury Rm w/Sauna & Rooftop Jacuzzi
16602458,Quaint sun soaked room  in the heart of Bushwick
2685987,"Sunny Private Bedroom, Brooklyn NYC"
255024,"3BR, 2 bathroom condo in Bushwick"
4806949,Private Room in BK/Transport close!
8737991,Master Bedroom in Roofdeck Lux Apt
4150060,Private Bedroom in Brooklyn
13435919,Clean Sunny Room in Lux Apt 1 Block From Train
14617354,Bushwick Getaway.
7950866,Christmas in New York!
14898905,Bright private room in Bushwick
15292103,"14 min to Union Sq, Manhattan-Overlooking Garden"
13433870,Bright Bedroom with views of city
13056084,Newly Renovated Apt/Prime Bushwick
14504290,Amazing private room with 4 beds
2224417,"Spacious, bright, heart of Bushwick"
7688481,Perfect Location - Meticulously Kept Flat
15421709,Beautiful Brooklyn 1 bedroom home!
15421678,Big Bright Brooklyn Room
9654509,"BUSHWICK, BROOKLYN, SINGLE ROOM"
5066963,Humble 1BR in Bushwick
6377669,"""Your home away from home #2"
6611652,Garden Commons Bushwick 5 Bedroom
3684375,SUMMERTIME IN NEW YORK !!
4907861,Huge Brooklyn Oasis by L&M Trains!
8456825,Cozy apartment with Garden
3494791,1 Bedroom in a Modern 2 Bedroom Apt
6901856,Spacious Modern Contemp Living 2
4280118,"Lovely, light-filled Bushwick flat"
15874007,Entire basement floor of unique space in Bushwick
13717248,Upper bunk at Invisible College: a hacker loft
2155128,Bright & Happy Room on L Train
17312157,Beautiful room in Brooklyn (Bushwick)
9129113,Private Room in Bushwick - Brooklyn
14502911,"Excellent large room with 3 beds, 25 min to city"
9369426,Artsy Bushwick Room w Private Bath + Kitch
975359,Beautiful Bedroom with Backyard!!
12274662,Cozy Bushwick-1br w private bath
7932428,Bushwick 1 bedroom w/ private roof
13978036,Your Brooklyn 2 BDR Space in Bushwick!
4804055,Artist Haven in Bushwick
17730808,"Cute Apartment in Heart of Bushwick, Brooklyn"
16599323,Cosy and charming studio loft with rooftop view
10434438,"Trendy, Convenient, and Clean"
13175122,Clean Modern Room in Lux Apt 1 Block From J Train
5326138,Eclectic Loft Room 20 min-Union Sq!
8078624,Brooklyn Studio w/rooftop NYC view
15942919,Wonderful spacious room in Brooklyn
17122550,Absolutely New 2-BR apt in Bushwick
5194812,"Cozy, Convenient, Clean & Colorful!"
12728122,Spacious Studio In Brooklyn
16337590,Artsy Apt in Bushwick!
16243197,Beautiful cozy private bedroom with 150mbps wifi!!
15927599,Lovingly Curated Brooklyn Haven
12650794,Beautiful apartment in Bushwick!
7948903,beautiful bright and spacious loft
14107654,Charming shared space
16466949,near j/m flusing stop
5849810,Cozy Room Str8 from JFK Airport
13451989,Brooklyn Beauty - Entire Home
14500533,Charming brick brownstone w/ backyard (ground flr)
8866675,The Art Of Living - 2 Bedroom apartment
8211314,Cosy double bedroom in Brooklyn #2
1001147,Big Room with Bath in Bushwick! 
8980708,Luxury Apartment in Brooklyn!
8603250,Hugh bright room w private bathroom
11355757,Very nice room in prime location
5588419,"sun-drenched, huge room for April! "
15156627,Best part of Brooklyn! Large room in Bushwick.
13976990,Private Sunny Bushwick Room+Bath - 1blk to L train
83243,Brooklyn Cove 1br Apt w/ Garden!!
8471061,"Welcome to 1209 DeKalb Av, Brooklyn"
17383953,Cozy Room for Couples/Lone travelers in Brooklyn
6504972,Gem of Bushwick
3224913,Private Nook in Bushwick Improved Response Rate
15851507,Artsy charming room in Bushwick !
17121101,Cozy Brooklyn Home
5965946,Private Master Bedroom-PRIVATE BATH
9256750,Sunny bedroom with backyard access
4275987,"Living the dream in Bushwick, 1BR"
17254296,"Clean and Calm in Bushwick, Brooklyn"
15149910,Room in Spacious Bushwick Apt
16310570,CRAZY SPACE & CRAZY SUN IN BUSHWICK
17778426,East Williamsburg Modern Getaway!
5850040,Charming Rm Straight from JFK Arprt
13190078,Double Bedroom in a Sunny Bushwick Loft
3967613,1 Room avail in brand new building
9887698,"Sunny, Spacious Room in Brooklyn"
8208090,Modern private apartment in historic brownstone
4275729,Two room suite for rent in Bushwick
16203250,Comfortable 1 Bedroom in the middle of Brooklyn
7159258,Windows on Bushwick
16468083,MODERN BEDROOM IN BROOKLYN! BUSHWICK! FUN AREA!
14239855,Our Funky Lovely Home
12273688,Sunny Private Rm in Bushwick
14370839,Private room in a shared 3 bed 1 bath in Bushwick
1130680,It's all about Bushwick BROOKLYN
16465273,Incredible Private Room 15 minutes to Manhattan
10673957,Bushwick Cool n Cozy
8840253,Large room in Bushwick (first floor!)
15678753,Cozy Bushwick Bedroom
2702489,Charming one bedroom apartment
14761105,Spacious Room in Bushwick
4784846,1 BR in loft / Bushwick
13974584,Private Bedroom in 2-floor Bushwick Apartment
13252254,Cozy Hideaway With Backyard In Bushwick!
5851054,Serenity in the Heart of Brooklyn
17516459,Quiet Private Room in Hip Brooklyn
4994716,"Convenient to L, Spacious, Comfy! "
14893553,Sunny loft in East Williamsburg
6767047,Bright Big Room With Fireplace
10697652,COZY Private Brooklyn Apartment 25 minutes to City
9386923,Private Master Bedroom Bushwick
8192636,"One bdr apt in hip Bushwick, Brkln"
15677887,Artsy Bushwick w NYC Skyline Roof
12269953,Queen bed w/ attached bathroom
16332224,Cozy bedroom in Bushwick
16856480,Private Bedroom in Tranquil Apartment
13186395,Relaxing bushwick  brownstone
10828689,Spacious & charming in Bushwick
17775465,"Beautiful,new and super clean private room"
13039122,Bk's Finest City life close to Transportation
9779960,Brooklyn NY min away from Manhattan
9241147,Bushwick 2 bdrm near JMZ train stop
5061309,"Sunny, spacious room in Bushwick"
15547078,Bohemian Pad with Rooftop Garden Oasis
17233439,COZY BIG APARTMENT
5847724,Private Room In Bushwick
17642625,Lovely APT in the Heart of Bushwick!
17225025,BEAUTIFUL HUGE ROOM W PRIVATE ADJOINING BATH !!
13055000,Sunny Private Room in 2 bedroom apartment
14349795,Luxury designer loft for architecture enthusiasts
15267302,Room for rent in modern Bushwick apartment
10826734,Wonderous Womb Room
2044873,Bushwick Artist Loft - Awesome Room
14234561,Newly renovated studio in hip Bushwick near subway
1782667,Bushwick Artist Loft - Cozy Room
16790334,"Bushwick Private Room and Entrance., 18 from NYC"
16504241,Neo-Bladerunner New BK apt winter-cabin fantasy
13164204,Beautiful Big Bedroom In 4 Bed Apt-Roof/Balcony
16319001,Stanhope
14104515,The Heart of Brooklyn
17774522,Spacious room with central AC unit
16070567,"Entire floor to yourself, Popular area in Bushwick"
3737180,Sanctuary Quiet Room in Apartment
17905460,Cozy Centrally Located Private Room in Bushwhick
6238700,BK Garden Oasis 4! twn bunk Ltrain!
12399059,Bright and Spacious 3 BR Private Apt
17704901,Modern Pad  in Williamsburg/Bushwick Art District
12905205,Cozy bedroom
2419438,1 Bedroom Railroad with Back Yard
7561314,Private room in modern Bushwick Apt
11546119,Beautiful Brooklyn Space
5825986,Large Pvt Room in Bushwick NYC
5432743,Quiet Room with a View
16576528,Elegant and extremly clean private bedroom
5566452,BEAUTIFUL 2 Bedroom apt in PRIME BUSHWICK
9006873,"sunny + central Bushwick, Brooklyn apartment"
357224,Great Room In Bushwick! Musicians!
16692196,%7_ room_BK_Bushwick_train4min_safe
4109246,"Comfortable, Lovely Room on L Train"
9349949,Sweet room in renovated apartment
14452096,Spacious 1 bedroom in Bushwick
14332782,Oasis Studio in most artsy neighborhood of NY!
16835827,Cozy bedroom in Bushwick.
17609541,ROSA private entrance/ KEY LOCK CLEAN/ QUIET/safe
3728552,Beautiful artist loft in Brooklyn
4383734,Sunny room with private entrance
13941236,1 Bedroom Apartment in Brooklyn fully renovated
8841891,Sofa and Airbed in Bushwick
14871074,Spacious Artist's Apartment
7006695,Sunny Bushwick Room w/ Balcony
977267,Bright Room in East Williamsburg
832096,Awesome studio in Bushwick!!!
14725758,Beautiful Brooklyn Classic for 2 NEW RENO
3860590,2) Super Cozy Room in Brooklyn!
16050144,Modern Room w/ Rooftop Community Garden & Lounge
8185787,Sunny Room with Private Balcony
15001424,Perfect room in perfect neighborhood
18002506,Cosy Bushwick Room!
8578865,Master bedroom in 3BR in Bushwick
13559516,Private Room in Amazing Lofted Apartment
10282713,Sublet in Bushwick (Dekalb L)
9758406,Japanese theme room in loft
6611857,GC Bushwick Lounge Bedroom
8053664,Bare Bones Backyard Bungalow
17992491,Cozy Room for Solo/Couples 20 min to Manhattan
15131445,Convenient Large 1 Bedroom Apt with Central AC
14856742,Penthouse Private Room w/Amazing Views
15956772,"Clean, Cozy Private Room in Classy Bushwick Apt"
3584528,Spacious Loft with Spiral Staircase
11973139,Come Share My Home-Experience NYC- Bushwick Style
10019508,Glam Hipster Digs
15786617,Cozy room in authentic Brooklyn apartment
10412649,Large bright room in prime Bushwick
6611557,GC Bushwick First Floor 4 Bedroom
14798941,Sunny Room with Queen Bed in Artsy Bushwick
6611502,GC Bushwick Oasis Bedroom
15131952,Bushwick 1 Bedroom w/ Manhattan Skyline view
438722,"Bright, stylish studio with terrace"
2325144,Cozy Nook in a Unique Loft
4251513,"Dreamy room, eclectic Bushwick apt"
13859473,Spacious Bushwick Room w/ Private Entrance & Bath
17477830,Sunny Room on Hippest Block in Bushwick
10411803,Room w/ Private Bathroom and Entry
16310046,Unique Bushwick one bedroom with private garden
843524,A Little Palace in Brooklyn for Shoots and Events
18002295,Beautiful Bushwick Room
3453249,"IMPROVED!!!Classy, comfy and cozy"
2804065,Charming Victorian Decor 1 BD
407469,BROWNSTONE TWO IN BROOKLYN in NYC
14868158,Amazing Skyline Views from 3BR Bushwick Apartment
8173563,Cosy double bedroom in Brooklyn #1
4775547,"Entire Studio On Roof, Private bath + Deck"
8969760,Private queen room.‰ªÁ of bushwick
7659042,Cozy Room 25 Minutes from Manhattan
9231791,Hip Bushwick apartment
8052046,Traveler's Bunk Beds in Brooklyn
15410402,"14 Min to Union Sq, Manhattan-Bright and Comfy!"
2611869,LRG 1 Bdrm w/office and backyard
6611419,GC Bushwick Treeline Bedroom
6611380,GC Bushwick Vista Deluxe Bedroom
4514042,Bushwick Duplex 1
3072242,Sunny and Spacious apt in Bushwick
13164770,Sunny Bedroom in Beautiful Apartment in Bushwick
3596452,Brooklyn ‰Û¢ Sublime Bushwick Spot
13951120,"Clean, Private room,bathroom in Bushwick, Brooklyn"
12505108,Huge bedroom with park views
10281054,Spacious Private Room in Brooklyn
12367770,Large room / Private Bathroom
16349858,Lovely Holiday 3 Bedroom Apartment!
2284809,"Great 1 bedroom, close to subway!"
17095925,Comfy Bedroom in Bushwick (Near Subway)
7789606,"Spacious, Light Filled - 2 BR in BK"
16309206,Big & Bright Private Bedroom
2022267,Feel like in your own home Brooklyn
8828808,A room in 4 Bed room in Bushwick
7789408,Home4 Medical Professionals-Wykof10
7789346,Home 4 Medical Professionals-Wykof9
975250,Bushwick Duplex 2
6611314,GC Bushwick Vista Bedroom
16037703,Cozy private Studio in the heart of Bushwick
13427044,Ideal Bushwick Rental
8053022,Sun Filled Cozy Apartment
13514115,Bushwick Artist Loft - Zen Tree House Room
9755270,1 Room in Huge Bushwick Apartment
1888006,"14 Min 2Union Sq, Manhattan with Private Entrance"
10925844,Bedroom in Bushwick
15606875,Entire Place in Bushwick
11328648,Cozy 1BD In a Perfect Location!
15321024,Awesome Room in Brooklyn Apartment
14464699,ENTIRE FLOR :) PRIVATE entrance&full bathroom! :D
4250746,Newly-Renovated 2BR/1BTH Garden Apt
12901480,Artistic pad in East Williamsburg!
5051597,Restored 1910 Brooklyn Loft Suite
3987599,"Great 3 Bdrm- Internships, Students"
16439360,3-bedrooms Luxury Condo. 20 min. to Manhattan
13293574,Vibrant and modern 1BR in heart of Bushwick.
1759154,Private  Room - 15 min to Manhattan
3978680,Bushwick Bungalow ~ Tree House Room
3732008,Two Dragon Loft within a Loft
13136792,Heart of Bushwick close to everything you need
1308841,E Williamsburg Artist Retreat;Beige
7919303,Huge Brooklyn Flat by Jefferson L
13031084,Light Drenched Room in Artists Home
8443516,Bushwick/Ridgewood APT
11851350,Bushwick Brooklyn Artist Lodge
16176701,"Sunny, 3 Bedroom in the Heart of Bushwick"
14472749,Beautiful Room with Private Entrance
11711862,Cheap & private close to everything
9230698,Pretty Bedroom & Garden - Bushwick
13424996,Breezy Bushwick Apartment with Backyard
7788880,Home 4 Medical Professionals-Wykof7
16570631,Cozy room in MASSIVE bushwick house
7659180,Roomy // Clean Apt in Bushwick
55505,Nature-Themed Studio Apartment
7787799,Home 4 Medical Professionals-Wyckoff Heights MC 1
1102963,The Bushwick 3BR 2BA 20 mins to NYC
17093715,Light and loft-like in Bushwick/Ridgewood Brooklyn
6346548,"Cozy, Private Bushwick Bedroom"
16299269,Single Minimal Bedroom in Hip area of Brooklyn NYC
16962435,Bright & Tall Artist Loft Bedroom
14471887,Arsty bedroom in Brooklyn
13816385,Bk'S Finest feels Cozy Room Near Trains&bus
9753165,Sassy apartment in Bushwick
12854022,Cozy room in new duplex apartment!!
841075,Spacious and Clean Brooklyn Flat
4772358,Cozy Room in Luxury Apartment in BK
4378816,"Brooklyn Room w BIG KITCHEN & YARD, 20 min to CITY"
16692402,ROOM-PRIVATE BATHROOM- 2BEDS or 1 DOBLE (KINGSIZE)
11325775,Spacious/bright master bedroom (en-suite bathroom)
15381675,"NEW CONSTRUCTION, Gropius, LeWitt, Judd, Rothko"
14209298,Cozy Room in Bushwick
13443794,"Convenient, cozy, and cheap room in Bushwick"
16568543,Bushwick Private Room in a 2BR
7851371,Prime Bushwick w/Private Patio!
10407271,Luxury Bushwick Apartment
3068007,Private Room In Luxury Building
7263126,"Bushwick ""Treehouse"" Rooftop Loft"
11455873,Loft Apartment
11586941,~ Modern room Exquisite apt 15 mins from Wall St ~
1101097,Roofdeck Luxury Loft Apt with Gym
17747170,Sunny Bedroom in Hip Bushwick- Off JMZ-Close to L
17222778,TOP SUNNY PRIVATE ROOM! W PRIVATE ADJOINING BATH !
17878105,Bedroom in East Williamsburg
4137415,Private Room Overlooking Garden
15511606,Bright with Private Bath
7785582,Basement Room with Private Bathroom
10406479,Private room in Heart of Bushwick!
8440383,Cozy room only 1 block from L train
15518165,Bright Bushwick room close to the J / Z train
10144140,Gorgeous Bushwick 3 BR Private Yard
16429047,Bedroom in 3BR Apt in Bushwick
7264560,Home@Hart Private Room #2
15388485,Fun Bushwick Apt for Large Group or Family
8069765,Brooklyn Jeff L Huge Room and yard!
2149954,Hip Bushwick Apartment
14732856,Nice cozy room minutes away from New York city!
3984821,Authentic Artists' Loft
5557684,Private Rm/Bath in Fab Brickstone
9488762,Comfy Bushwick Apartment
444576,Bushwick Soul--Veteran Superhost!
9095319,Artist Loft Space in Bushwick
11323526,Beautiful Warm  Abode
7915596,"Large, Bright NYC Room Near Trains"
12853600,"Room with a View in Bushwick, Brooklyn"
62808,Sunny Brooklyn Hideaway For 2 
9219569,"Quiet, cozy, and big Bushwick Apt!"
9750406,Bushwick studio
18007924,Private Room in Bushwick
16427610,Cozy Cottage in Bushwick
14200676,"Ideal Bushwick, 2 bdrm, lrg basement, prvt garden"
9219893,Feel like in your own home
11849017,XL BUSHWICK FLAT 20min to Manhattan
11455372,Space for Small Events
14666899,Modern Room in Great Location (Bushwick)
11324200,Trendy Bushwick 2 bedroom
10405694,Modern 2 bedroom apt in Bushwick
14731005,"Private Loft in Bushwick, Brooklyn"
2148025,"Bed&Bagel~a charming, solar, 3 bedroom loft"
1885714,Nice Bedroom in Central Bushwick!
14448231,Cozy Sun Filled Fresh Guest Room in Artsy Bushwick
18007573,Heart of Bushwick
16434642,Beautiful Townhouse in Bushwick
16215908,Sunny & Private 1BR 1BA Bushwick Apt w/Balcony
1493265,Industrial Loft in Brooklyn
4240861,Private Studio!
4967258,private room avail in lovely BK apt
16303132,Sunny and Spacious in Bushwick
11322391,Sunny room w/Laundry + own entrance
12764005,Brand New Clean and Sunny one bed!
14595545,Spacious Bushwick Pad Next To L Train!
8307479,Lovely Bushwick Garden Apartment
4244235,"5 BED DUPLEX 3 BATH,15 MIN TO CITY"
9880294,Bohemian Bushwick Loft
11584199,Spacious Bedroom Fits 2 People
4768029,"Sunny & Spacious, Bushwick apt "
15238184,Peaceful private room in Brooklyn
17875156,little place in Bushwick
832157,Seeking tenant for January 2013
13549677,Cozy bedroom in a new building located in Bushwick
7389278,Bushwick! Unlimited Metro Card!
1167009,Huge Bright Private Room in Loft
5031178,Beautiful Bushwick - 3BR Apartment
14730556,Guest Room in Sunny Loft
3583702,Brooklyn's Finest
6466679,Beautiful Cozy Skylight Room
4768982,Beautiful Bedroom / Winter Getaway
816673,Very Cool Entire Apartment | BUSHWICK
17876123,Private Bedroom in luxury apt complex Bushwick
8069316,Spacious Apt w/ Balcony in Bushwick
1098863, Great Bushwick Studio Apartment
10011763,"Beautiful quiet apartment, Bushwick"
13026414,Bright Bushwick Room off L Train
3850254,"Private Room in Bushwick, fully furnished"
15379574,Private 2 BR Apartment Close to Transportation
5685050,Incredible View Manhattan Skyline
13025083,HOLIDAY SEASON IN BUSHWICK LOFT
15496496,"Private Oasis- Close to L, M or J Train."
3063513,Beautiful Private Apartment
13282385,Beautiful 2BR Apt. in Brand New Building
14204518,Private Bedroom with your own entrance & bathroom
7127684,Private bedroom in Bushwick BK
1930685,Small place in arty Bushwick
9486961,Large Bright Bushwick Private Room!
18006596,Bushwick Bedroom
10404385,Sunny apartment in Brooklyn
10273251,Cozy Place - Convenient Location
11190698,FABULOUS 2BR 20MINS FROM MANHATTAN!
11190701,Large room in spacious apartment
835138,Loft with daylight & Manhattan view
5946845,Master Bedroom w/ en suite bathroom
11497760,"Comfy, Modern, Luxury in Bushwick"
14466319,Luxury Designer Room - Rooftop/GYM/Private Balcony
14991333,A Cabin Room in Bushwick
17178617,2 Blocks from Subway | Artsy BK Space
6602683,Huge Bushwick Bedroom with Garden
9093038,"1-Bedroom apt in Brooklyn, New York"
7913345,Cozy bedroom in Brooklyn
17087494,Lovely Room in Bushwick
12626567,Private room for sublet
13155240,Penthouse Brooklyn with Private Terrace + Rooftop
16065247,Big Sunny Bushwick Bedroom
3193739,Bushwick 1-Bedroom Bsmt Apartment
15268094,East Williamsburg Large Bedroom
16709876,PRIVATE ROOM IN BUSHWICK AVAILIBLE!
17480547,Room in Brooklyn With Central Air and Heat
13300501,"Modern Queen size room in town-house, near subway"
16896805,Private Room in modern + sleek NYC Loft
9630344,Beautiful & Private Luxury Bedroom
14217843,Sunny and Spacious Bushwick Duplex
10809958,Brooklyn Railroad room
4766468,Lovely and Immaculate Bushwick Apt
11334160,Sunny New Apartment in Artsy Area!
1899076,"14 min to Union Square, Manhattan-Sunny Modern Rm"
14253843,MODERN LOFT BEDROOM // BUSHWICK
13941484,August Rental in Beautiful Bushwick Loft!
17494530,COZY ROOM IN BUSHWICK
13400181,Perfect Apt In The Heart of Bushwick
3731871,Sunny Bdrm in Luxury Bldng
16576705,Executive private bedroom
15265977,Comfy Brooklyn Apartment
7663730,Private room in Brooklyn
16314485,Brand new spacious Apartment in heart of Bushwick
14742546,"Hello, Brooklyn!"
62430,BROWNSTONE SUNDRENCHED BEAUTY
13561402,Bushwick at only 17mins to 14street Union Square
2420198,"Bright airy room in the heart of Bushwick, L train"
7125385,Bright Room in Bushwick Bungalow!
17333490,Lovely lower-level room with 2beds 25mins to MNHTN
13168042,Private Room off the Jefferson L
13810048,Brooklyn - Bushwick - NYC
15804624,"Cozy, bright 1 BD in prime Bushwick luxury BLDG"
15004858,Large En Suite Bedroom in Great Location
17569280,Sweet and Secluded Suite minutes from Manhattan
9615727,Huge room & private backyard
9862364,East Williamsburg. New and Nice.
13031031,Female only room in centre of Brooklyn-near subway
3206224,Improved Response Rate@ The Valley
15478604,Guest suite in owner-occupied private residence
12833297,Private room in Bushwick Townhouse
8055859,Private Bedroom in Huge Duplex
2157550,"2BD True Loft, Hip & Artsy Location"
846799,Strawberry B&B 
13954017,"Entire 2 Bedroom Apartment in Bushwick, Brooklyn"
4516791,Beautiful Fully Furnished 2 Bedroom
13429684,Private room in Bushwick
14596284,"Beautiful room in central Bushwick, close to train"
3196836,Bushwick: Bienvenidos a su casa!
10021707,Private Room in Bushwick
3861299,Sunny room in artsy apartment!
17224155,"GRAND & SO HUGE, W 2 QueenBeds PRIV ADJOINING BATH"
17479863,The Funky Loft for Film & Photo Shoots
13955012,1 large bedroom with private bathroom
14596236,Brooklyn - Bushwick - NYC #2
9236348,Spacious two bedroom with backyard
13299532,Cozy 2 bedroom APT in the heart of Bushwick
8187719,Location au coeur de Brooklyn!
17624857,HUGE Brand New Private Master 1 Bedroom
9423209,#2.   Brooklyn room close to train
847591,Brooklyn Apartment
17866018,Beautiful Room in Styvesant Heights Brooklyn
15134431,"Fun, Comfortable Studio in Lively Bushwick"
1200438,Ranch Style Abode in Bushwick
14421383,Beautiful Private Sunny Room with Backyard
9589030,Modern+cozy room in Bushwick
1445250,"1Bedroom, Seconds from L train"
8540435,Beautiful and Cozy Modern Apt
9588992,One Bedroom for Rent
20724,Sunny room+Pvte office in huge loft
14265515,Plants and Charm in Bushwick One Bed
4606385,Coziest 2BD Brownstone in Jefftown
5785833,Bright Room in a Beautiful Townhouse
14945219,"Sunny Art Loft in Bushwick, Brooklyn + 1 Cute Cat"
14945585,"Furnished Room, with spacious backyard"
1330972,Rustic and Spacious Artist Loft with 3 beds
8990988,The Most Happening Hood in BK!
10636997,One Bedroom Beauty in Bushwick
8801963,Sunny Room With Charming Slate Fireplace
6966936,Single Family Bushwick Oasis
8932901,Pleasant stay in Buswick/Ridgewood
17844227,2 Bedroom Apartment With Back Yard
4868084,Private Room Near Trains 3  Trains in Bushwick
4966041,Bushwick Oasis w private bathroom
2770821,Cozy private room 15m to Manhattan
17975171,Live the Brooklyn Experience II
16795503,Spacious Private Access Near Train
12863299,"Cozy, Private Room in Beautiful Bushwick Apartment"
8800006,Large room in Bushwick close to all
11014002,One Bedroom in Bushwick 2 Bed
7620355,Sunny large room in Bushwick
16273934,Bushwick-Bedstuy Studio
16141346,Bright and sunny room for rent
16141267,Cozy room + unlimited metrocard
13556846,"Economic Room, Great Loft and Amazing Rooftop!"
6360224,"Sunny, Private room in Bushwick"
6032168,"Private Room B, 20mins to Manhattan"
3951363,Historical Cozy Home in Bushwick
16044615,"Large, Bright Room, 15mins to NYC w/ closets!"
6185409,"BK Garden Oasis 3, twin/full bunk!"
8014315,Cozy Victorian Hideaway in Bushwick
7271876,Cozy 1 Bedroom Bushwick Apt off Dekalb L
13911123,1 bedroom in 3 bedroom/2bath Bushwick Apt.
15877171,Two twin beds w/ bathroom #7
17712115,"1 bedroom in artist loft - Bushwick, Brooklyn"
7599569,Quiet room in Bushwick!
16532393,Gorgeous Private Room with Separate Bathroom
15222861,Own entrance private room &bathroom
8151183,LOW INTRODUCTORY PRICING!
12468387,"Sunny, Calming, Bushwick Haven"
15337971,Lrg rm w. Skylight & Sep Entrance
14748605,Sunny big bedroom in most hip area Brooklyn
17188364,LGBT friendly Bushwick Spot Next To L and M Trains
7620033,Room for rent in Bushwick
14551515,Large Bedroom in Bushwick
7750936,$30 per night private room Bushwick
13910111,Beautiful big room on Brownstone in Bushwick
11944037,"Bushwick large duplex apartment, totally private"
9715592,Spacious bedroom in BROOKLYN
4865749,Sweet 1 br- best Bushwick location!
17303918,Spacious basement in Bushwick
9152965,Spacious Duplex w/ additional loft.
16911777,Private room with two beds RM X
6438456,Own entrance private room &bathroom
14854867,Tranquil Bdrm wLots of Light/Rare House in Bedwick
3816499,2
11689818,Spacious Brooklyn Apartment
3816424,3
1457003,Room in art loft for eccentric type
4209503,Large sunny room in Trendy Bushwick
205735,"A Romantic Oasis in Bushwick, NY"
12732051,Quiet artist apartment w/ backyard
17187686,<3 Room available off of the Jefferson L stop
14303253,Large single room in Bushwick beside the subway
12599315,Full Sized Bed in Bushwick :)
13122318,Large apt w/private backyard in Artsy Bushwick
7224086,Private Bedroom in Bushwick
4471485,Big Sunny Garden Apt
15481545,Private room in spacious 2 floor apt
8665778,Huge loft type 1 bedroom in NYC
4995739,"Private room in Brooklyn, Calico Cat in the house!"
9845314,Beautiful Duplex in Bushwick
7748135,Cute Room in Girls Apt - Bushwick!
8654029,#6.  Convenient rm close transport!
9715183,Musician's dream loft in Brooklyn
15875522,Sunny 1 bedroom in Bushwick
11929908,Convenient Brooklyn Bedroom
2636987,Mod Bushwick Escape by the L Train
1981590,Loft 15min. to Manhattan
9437574,"Large, Sunny Room in Bushwick!"
13122712,SUNNY BROOKLYN TOWNHOUSE APARTMENT
16005101,"Cozy, Inspiring Room in 2BR Apartment"
2137823,True Bushwick Factory Loft
9451334,Beautiful &Cozy&Spacious!
15087364,BushwickLoft ‰_•üBrooklyn Brightest
6359643,Beautiful Sunny Furnished Room
6829632,Sunny spacious apt at Jefferson L!
16791072,"Big Beautiful Bedroom in Bushwick, Brooklyn for 2"
931352,Lovely Private Room in Bushwick! :)
12727779,Bright single bedroom in duplex with backyard.
3737847,Sanctuary Close To Manhattan 
12191808,Sunny private room in Bushwick
15389751,Private room with beautiful backyard in Bushwick
13893853,"Spacious Apt in Brand New Bldg, Private Yard!"
4339924,"Penthouse Flat, Million-$-View, Best Area!"
15743151,‰_•ü Beautiful/Spacious/Convenient BK Apartment!
9451597,beautiful room with balcony
13109268,One bedroom with great views of Manhattan
9876492,"Spacious Room in Bushwick, Brooklyn"
16136213,Quiet Room in 2BR near 3 trains for easy travel :)
8533225,Huge Duplex only minutes from NYC
16429914,"Loft Apartment, Private Room"
668691,Comfy room in beautiful apartment
11547640,Myrtle-Wyckoff Place -- just steps from the subway
3683241,Spacious 2 bedroom 1 bathroom BRKLY
8794998,Cozy Room in artsy Bushwick
8401629,1 BDR rental with PRIVATE BACKYARD!
11547352,Modern Bushwick rm perf for 1 or 2!
15336038,Large Room in an Amazing Building
12071108,Bright Brooklyn apartment
11284626,Large BR in Spacious Artist Loft
13653647,"Newly Renovated, Cozy Brooklyn Room w/terrace"
11284520,Charming Pad in Prime Bushwick
8925214,Huge Bright Room in Buchwick
8531976,A Sunny Christmas in Bushwick
536578,Nice private space in Bklyn loft!
10104806,Spacious and cozy room!
12465301,Bright Modern Room
11678826,Amazing brooklyn apartment 4Bedrooms - sleeps 10
9187221,Sunny room in the heart of Bushwick
12201796,Special Price Room Brooklyn NYC
9842493,Sunny room
17170612,The People Inn and hotel
12071454,Cool Brooklyn room
15872422,Spacious Bushwick Bedroom w/Private Bathroom
14731034,Private room in Shared loft
5386580,Large Bedroom in True Brooklyn Loft
